"1",17001,1970,8,26,"IL",0,74,79,24,120200,34,32.5
"2",17001,1970,4,20,"IL",0.223333333333333,48.3333333333333,79,0,120200,34,32.5
"3",17001,1970,8,18,"IL",0.526666666666667,78.5,79,28.5,120200,34,32.5
"4",17001,1970,7,16,"IL",0,71.8333333333333,79,21.8333333333333,120200,34,32.5
"5",17001,1970,8,30,"IL",0,81.125,79,31.125,120200,34,32.5
"6",17001,1970,3,21,"IL",0,35.6666666666667,79,0,120200,34,32.5
"7",17001,1970,7,21,"IL",0,66.1666666666667,79,16.1666666666667,120200,34,32.5
"8",17001,1970,9,8,"IL",0.182,71.1666666666667,79,21.1666666666667,120200,34,32.5
"9",17001,1970,7,24,"IL",0,74.3333333333333,79,24.3333333333333,120200,34,32.5
"10",17001,1970,9,20,"IL",0,76.8333333333333,79,26.8333333333333,120200,34,32.5
"11",17001,1970,7,19,"IL",1.33166666666667,75.3333333333333,79,25.3333333333333,120200,34,32.5
"12",17001,1970,9,24,"IL",1.80333333333333,64,79,14,120200,34,32.5
"13",17001,1970,6,25,"IL",0,73,79,23,120200,34,32.5
"14",17001,1970,6,6,"IL",0.004,66.5,79,16.5,120200,34,32.5
"15",17001,1970,6,22,"IL",0,66.3333333333333,79,16.3333333333333,120200,34,32.5
"16",17001,1970,4,24,"IL",0.0266666666666667,56.3333333333333,79,6.3333333333333,120200,34,32.5
"17",17001,1970,12,16,"IL",0.476666666666667,35.5,79,0,120200,34,32.5
"18",17001,1970,11,23,"IL",0,15.8333333333333,79,0,120200,34,32.5
"19",17001,1970,9,13,"IL",1.345,60,79,10,120200,34,32.5
"20",17001,1970,8,23,"IL",0,69.25,79,19.25,120200,34,32.5
"21",17001,1970,11,7,"IL",0,45.8333333333333,79,0,120200,34,32.5
"22",17001,1970,11,27,"IL",0.076,43.8333333333333,79,0,120200,34,32.5
"23",17001,1970,6,30,"IL",0,84.5,79,34.5,120200,34,32.5
"24",17001,1970,8,28,"IL",0,78.25,79,28.25,120200,34,32.5
"25",17001,1970,4,10,"IL",0,53.8333333333333,79,3.8333333333333,120200,34,32.5
"26",17001,1970,12,8,"IL",0,43.5,79,0,120200,34,32.5
"27",17001,1970,5,7,"IL",0,66.5,79,16.5,120200,34,32.5
"28",17001,1970,5,8,"IL",0,71.6666666666667,79,21.6666666666667,120200,34,32.5
"29",17001,1970,11,24,"IL",0,19.6666666666667,79,0,120200,34,32.5
"30",17001,1970,8,31,"IL",0,75.625,79,25.625,120200,34,32.5
"31",17001,1970,3,2,"IL",0.903333333333333,55.6666666666667,79,5.6666666666667,120200,34,32.5
"32",17001,1970,9,16,"IL",0.032,63.6666666666667,79,13.6666666666667,120200,34,32.5
"33",17001,1970,8,7,"IL",0.674,75.125,79,25.125,120200,34,32.5
